inventory_id,store_id,region_code,product_id,category,stock_quantity,reorder_point,days_cover,last_restock_date,is_low_stock,is_ghost_stock,monthly_cost_of_carry_usd
INV-0007066,IR-EG-007,EG,SPL-0006,Sports & Leisure,26,10,50,2024-12-25,False,True,14.56
INV-0002004,IR-UAE-017,UAE,HNB-0004,Health & Beauty,30,36,19,2024-06-08,True,False,5.1
INV-0002543,IR-FR-004,FR,ELE-0003,Electronics & Appliances,190,48,17,2024-06-27,False,False,912.0
INV-0007745,IR-EG-013,EG,HOM-0005,Home & Living,85,29,30,2024-02-13,False,False,20.4
INV-0006504,IR-EG-003,EG,ELE-0004,Electronics & Appliances,60,46,27,2024-09-09,False,False,54.0
INV-0005219,IR-FR-026,FR,FAP-0019,Fashion & Apparel,140,43,23,2024-09-09,False,False,11.2
INV-0013910,IR-BR-027,BR,SPL-0010,Sports & Leisure,119,46,20,2024-11-16,False,False,52.36
INV-0004272,IR-FR-018,FR,HOM-0012,Home & Living,132,38,28,2024-07-14,False,False,21.12
INV-0000101,IR-UAE-001,UAE,SPL-0001,Sports & Leisure,12,10,93,2024-02-27,False,True,4.32
INV-0009726,IR-PK-008,PK,GRO-0006,Groceries & Fresh Food,25,26,21,2024-09-03,True,False,1.05
INV-0005363,IR-FR-027,FR,HNB-0003,Health & Beauty,189,42,26,2024-01-23,False,False,15.88
INV-0004767,IR-FR-022,FR,HNB-0007,Health & Beauty,126,40,26,2024-01-18,False,False,55.44
INV-0013361,IR-BR-023,BR,FAP-0001,Fashion & Apparel,128,46,15,2024-03-14,False,False,46.08
INV-0004881,IR-FR-023,FR,HNB-0001,Health & Beauty,47,50,8,2024-07-05,True,False,5.17
INV-0008603,IR-EG-020,EG,HNB-0003,Health & Beauty,165,41,26,2024-03-03,False,False,13.86
INV-0000602,IR-UAE-006,UAE,GRO-0002,Groceries & Fresh Food,58,38,22,2024-02-20,False,False,1.04
INV-0008867,IR-EG-022,EG,SPL-0007,Sports & Leisure,23,10,62,2024-10-21,False,True,10.12
INV-0012418,IR-BR-015,BR,FAP-0018,Fashion & Apparel,93,29,12,2024-03-06,False,False,26.04
INV-0012304,IR-BR-014,BR,HOM-0004,Home & Living,153,26,17,2024-03-20,False,False,48.96
INV-0013913,IR-BR-027,BR,SPL-0013,Sports & Leisure,177,29,18,2024-07-18,False,False,28.32
INV-0002432,IR-FR-003,FR,ELE-0012,Electronics & Appliances,22,44,28,2024-12-22,True,False,15.4
INV-0007709,IR-EG-013,EG,ELE-0009,Electronics & Appliances,166,49,21,2024-06-27,False,False,126.16
INV-0001045,IR-UAE-009,UAE,HNB-0005,Health & Beauty,189,28,17,2024-01-22,False,False,14.36
INV-0010784,IR-BR-001,BR,SPL-0004,Sports & Leisure,115,45,26,2024-06-08,False,False,87.4
INV-0001558,IR-UAE-013,UAE,SPL-0018,Sports & Leisure,28,10,112,2024-09-21,False,True,5.04
INV-0005010,IR-FR-024,FR,HNB-0010,Health & Beauty,128,34,14,2024-07-15,False,False,8.96
INV-0001488,IR-UAE-013,UAE,FAP-0008,Fashion & Apparel,31,26,26,2024-11-11,False,False,4.34
INV-0013303,IR-BR-022,BR,SPL-0003,Sports & Leisure,137,43,24,2024-06-27,False,False,21.92
INV-0012803,IR-BR-018,BR,HNB-0003,Health & Beauty,72,28,17,2024-07-28,False,False,6.05
INV-0008257,IR-EG-017,EG,HNB-0017,Health & Beauty,162,26,14,2024-12-17,False,False,20.09
INV-0002116,IR-UAE-018,UAE,HOM-0016,Home & Living,88,32,21,2024-08-06,False,False,49.28
INV-0005796,IR-FR-031,FR,ELE-0016,Electronics & Appliances,53,28,29,2024-01-17,False,False,402.8
INV-0012364,IR-BR-015,BR,GRO-0004,Groceries & Fresh Food,73,28,10,2024-05-16,False,False,9.93
INV-0005492,IR-FR-028,FR,HNB-0012,Health & Beauty,141,40,21,2024-08-14,False,False,22.0
INV-0009792,IR-PK-008,PK,HOM-0012,Home & Living,136,49,27,2024-04-14,False,False,21.76
INV-0000619,IR-UAE-006,UAE,GRO-0019,Groceries & Fresh Food,76,33,21,2024-06-13,False,False,1.82
INV-0006599,IR-EG-003,EG,SPL-0019,Sports & Leisure,13,10,115,2024-06-07,False,True,2.08
INV-0008716,IR-EG-021,EG,HOM-0016,Home & Living,60,37,12,2024-09-07,False,False,33.6
INV-0008397,IR-EG-018,EG,SPL-0017,Sports & Leisure,12,10,76,2024-05-05,False,True,1.68
INV-0013617,IR-BR-025,BR,FAP-0017,Fashion & Apparel,53,38,17,2024-07-20,False,False,13.78
INV-0003397,IR-FR-011,FR,ELE-0017,Electronics & Appliances,110,50,11,2024-10-09,False,False,385.0
INV-0001601,IR-UAE-014,UAE,FAP-0001,Fashion & Apparel,158,26,21,2024-03-25,False,False,56.88
INV-0009553,IR-PK-006,PK,HOM-0013,Home & Living,154,22,16,2024-05-14,False,False,46.2
INV-0009741,IR-PK-008,PK,ELE-0001,Electronics & Appliances,43,29,20,2024-05-20,False,False,326.8
INV-0001616,IR-UAE-014,UAE,FAP-0016,Fashion & Apparel,160,33,21,2024-07-24,False,False,38.4
INV-0001753,IR-UAE-015,UAE,HOM-0013,Home & Living,84,46,10,2024-11-16,False,False,25.2
INV-0008014,IR-EG-015,EG,HNB-0014,Health & Beauty,37,24,20,2024-02-03,False,False,20.72
INV-0007837,IR-EG-014,EG,ELE-0017,Electronics & Appliances,50,26,9,2024-06-03,False,False,175.0
INV-0002084,IR-UAE-018,UAE,FAP-0004,Fashion & Apparel,76,31,18,2024-10-28,False,False,9.12
INV-0011882,IR-BR-011,BR,GRO-0002,Groceries & Fresh Food,53,50,22,2024-02-16,False,False,0.95
INV-0008998,IR-PK-001,PK,SPL-0018,Sports & Leisure,14,10,89,2024-01-02,False,True,2.52
INV-0013632,IR-BR-025,BR,HOM-0012,Home & Living,38,20,19,2024-07-05,False,False,6.08
INV-0008890,IR-PK-001,PK,GRO-0010,Groceries & Fresh Food,80,41,18,2024-06-09,False,False,3.04
INV-0010473,IR-PK-014,PK,ELE-0013,Electronics & Appliances,185,46,19,2024-12-10,False,False,314.5
INV-0005148,IR-FR-025,FR,SPL-0008,Sports & Leisure,73,37,26,2024-02-06,False,False,8.76
INV-0010391,IR-PK-013,PK,HOM-0011,Home & Living,184,37,27,2024-02-09,False,False,25.76
INV-0000676,IR-UAE-006,UAE,HOM-0016,Home & Living,132,41,8,2024-04-22,False,False,73.92
INV-0002546,IR-FR-004,FR,ELE-0006,Electronics & Appliances,64,31,25,2024-10-27,False,False,83.2
INV-0004372,IR-FR-019,FR,FAP-0012,Fashion & Apparel,158,22,11,2024-04-11,False,False,47.4
INV-0011591,IR-BR-008,BR,HOM-0011,Home & Living,36,21,27,2024-12-01,False,False,5.04
INV-0004000,IR-FR-016,FR,ELE-0020,Electronics & Appliances,47,47,8,2024-08-12,False,False,51.7
INV-0013222,IR-BR-022,BR,ELE-0002,Electronics & Appliances,75,26,19,2024-01-23,False,False,780.0
INV-0005097,IR-FR-025,FR,FAP-0017,Fashion & Apparel,123,20,7,2024-01-25,False,False,31.98
INV-0000176,IR-UAE-002,UAE,FAP-0016,Fashion & Apparel,42,28,29,2024-02-28,False,False,10.08
INV-0008495,IR-EG-019,EG,HNB-0015,Health & Beauty,31,41,21,2024-06-04,True,False,4.22
INV-0003610,IR-FR-013,FR,GRO-0010,Groceries & Fresh Food,64,21,24,2024-09-13,False,False,2.43
INV-0010906,IR-BR-002,BR,SPL-0006,Sports & Leisure,20,29,11,2024-04-09,True,False,11.2
INV-0003788,IR-FR-014,FR,HOM-0008,Home & Living,170,29,14,2024-09-25,False,False,37.4
INV-0006204,IR-FR-034,FR,HNB-0004,Health & Beauty,64,47,8,2024-07-28,False,False,10.88
INV-0009859,IR-PK-009,PK,GRO-0019,Groceries & Fresh Food,94,25,9,2024-08-02,False,False,2.26
INV-0002226,IR-FR-001,FR,HOM-0006,Home & Living,188,39,29,2024-06-25,False,False,67.68
INV-0003050,IR-FR-008,FR,FAP-0010,Fashion & Apparel,192,35,15,2024-09-27,False,False,84.48
INV-0010982,IR-BR-003,BR,HOM-0002,Home & Living,169,37,29,2024-06-11,False,False,47.32
INV-0001127,IR-UAE-010,UAE,FAP-0007,Fashion & Apparel,66,50,8,2024-12-27,False,False,10.56
INV-0009025,IR-PK-002,PK,ELE-0005,Electronics & Appliances,132,33,8,2024-07-02,False,False,250.8
INV-0013249,IR-BR-022,BR,FAP-0009,Fashion & Apparel,172,25,28,2024-07-08,False,False,120.4
INV-0010194,IR-PK-011,PK,SPL-0014,Sports & Leisure,16,10,97,2024-01-28,False,True,20.8
INV-0002442,IR-FR-003,FR,FAP-0002,Fashion & Apparel,41,47,20,2024-08-08,True,False,11.48
INV-0001323,IR-UAE-012,UAE,GRO-0003,Groceries & Fresh Food,127,25,21,2024-08-15,False,False,13.21
INV-0001604,IR-UAE-014,UAE,FAP-0004,Fashion & Apparel,29,33,11,2024-06-04,True,False,3.48
INV-0004211,IR-FR-018,FR,GRO-0011,Groceries & Fresh Food,47,43,22,2024-11-28,False,False,1.13
INV-0010841,IR-BR-002,BR,FAP-0001,Fashion & Apparel,137,22,26,2024-12-03,False,False,49.32
INV-0011993,IR-BR-011,BR,SPL-0013,Sports & Leisure,36,48,17,2024-10-14,True,False,5.76
INV-0008764,IR-EG-022,EG,GRO-0004,Groceries & Fresh Food,148,34,16,2024-11-19,False,False,20.13
INV-0004066,IR-FR-016,FR,SPL-0006,Sports & Leisure,75,36,20,2024-02-14,False,False,42.0
INV-0001295,IR-UAE-011,UAE,HNB-0015,Health & Beauty,61,24,29,2024-04-07,False,False,8.3
INV-0005008,IR-FR-024,FR,HNB-0008,Health & Beauty,76,31,20,2024-09-06,False,False,36.48
INV-0013017,IR-BR-020,BR,FAP-0017,Fashion & Apparel,174,40,28,2024-04-01,False,False,45.24
INV-0013160,IR-BR-021,BR,HOM-0020,Home & Living,155,50,27,2024-05-27,False,False,18.6
INV-0012738,IR-BR-018,BR,GRO-0018,Groceries & Fresh Food,188,24,25,2024-10-17,False,False,3.76
INV-0004072,IR-FR-016,FR,SPL-0012,Sports & Leisure,189,20,16,2024-12-06,False,False,83.16
INV-0001508,IR-UAE-013,UAE,HOM-0008,Home & Living,188,37,28,2024-04-02,False,False,41.36
INV-0001560,IR-UAE-013,UAE,SPL-0020,Sports & Leisure,16,10,69,2024-12-25,False,True,1.92
INV-0007282,IR-EG-009,EG,HNB-0002,Health & Beauty,161,28,17,2024-11-20,False,False,16.1
INV-0005578,IR-FR-029,FR,FAP-0018,Fashion & Apparel,115,25,23,2024-10-28,False,False,32.2
INV-0005982,IR-FR-032,FR,SPL-0002,Sports & Leisure,59,33,7,2024-03-13,False,False,16.52
INV-0011086,IR-BR-004,BR,FAP-0006,Fashion & Apparel,126,43,28,2024-08-19,False,False,37.8
INV-0011573,IR-BR-008,BR,FAP-0013,Fashion & Apparel,50,25,18,2024-05-17,False,False,10.0
INV-0008369,IR-EG-018,EG,HNB-0009,Health & Beauty,147,39,14,2024-11-20,False,False,15.29
INV-0001837,IR-UAE-016,UAE,ELE-0017,Electronics & Appliances,71,50,20,2024-09-10,False,False,248.5
INV-0005612,IR-FR-029,FR,HNB-0012,Health & Beauty,161,26,29,2024-12-08,False,False,25.12
INV-0006344,IR-EG-001,EG,SPL-0004,Sports & Leisure,11,10,101,2024-10-13,False,True,8.36
INV-0007392,IR-EG-010,EG,HOM-0012,Home & Living,87,33,20,2024-07-09,False,False,13.92
INV-0005336,IR-FR-027,FR,FAP-0016,Fashion & Apparel,147,50,30,2024-03-21,False,False,35.28
INV-0001355,IR-UAE-012,UAE,ELE-0015,Electronics & Appliances,45,44,11,2024-11-05,False,False,130.5
INV-0004142,IR-FR-017,FR,HOM-0002,Home & Living,35,37,29,2024-09-13,True,False,9.8
INV-0013772,IR-BR-026,BR,HNB-0012,Health & Beauty,65,41,26,2024-03-28,False,False,10.14
INV-0012284,IR-BR-014,BR,FAP-0004,Fashion & Apparel,112,32,12,2024-04-12,False,False,13.44
INV-0004845,IR-FR-023,FR,FAP-0005,Fashion & Apparel,97,21,13,2024-08-06,False,False,7.76
INV-0004724,IR-FR-022,FR,FAP-0004,Fashion & Apparel,117,37,16,2024-11-14,False,False,14.04
INV-0010084,IR-PK-011,PK,GRO-0004,Groceries & Fresh Food,141,30,9,2024-12-05,False,False,19.18
INV-0004033,IR-FR-016,FR,HOM-0013,Home & Living,42,50,8,2024-10-07,True,False,12.6
INV-0001236,IR-UAE-011,UAE,ELE-0016,Electronics & Appliances,167,29,14,2024-07-12,False,False,1269.2
INV-0007599,IR-EG-012,EG,ELE-0019,Electronics & Appliances,103,20,23,2024-07-13,False,False,86.52
INV-0011951,IR-BR-011,BR,HOM-0011,Home & Living,99,42,25,2024-11-16,False,False,13.86
INV-0009821,IR-PK-008,PK,SPL-0001,Sports & Leisure,8,10,116,2024-01-26,True,True,2.88
INV-0012405,IR-BR-015,BR,FAP-0005,Fashion & Apparel,178,23,27,2024-08-07,False,False,14.24
INV-0010028,IR-PK-010,PK,HOM-0008,Home & Living,148,29,19,2024-04-18,False,False,32.56
INV-0002252,IR-FR-001,FR,HNB-0012,Health & Beauty,65,30,22,2024-11-14,False,False,10.14
INV-0001026,IR-UAE-009,UAE,HOM-0006,Home & Living,164,35,26,2024-06-15,False,False,59.04
INV-0010842,IR-BR-002,BR,FAP-0002,Fashion & Apparel,105,42,9,2024-04-06,False,False,29.4
INV-0008019,IR-EG-015,EG,HNB-0019,Health & Beauty,119,20,14,2024-09-11,False,False,10.0
INV-0007434,IR-EG-010,EG,SPL-0014,Sports & Leisure,6,10,105,2024-02-28,True,True,7.8
INV-0007047,IR-EG-007,EG,HNB-0007,Health & Beauty,153,21,17,2024-11-28,False,False,67.32
INV-0009417,IR-PK-005,PK,FAP-0017,Fashion & Apparel,97,28,17,2024-08-26,False,False,25.22
INV-0003398,IR-FR-011,FR,ELE-0018,Electronics & Appliances,132,30,24,2024-10-03,False,False,250.8
INV-0000314,IR-UAE-003,UAE,HOM-0014,Home & Living,178,47,13,2024-01-02,False,False,32.04
INV-0000637,IR-UAE-006,UAE,ELE-0017,Electronics & Appliances,162,24,21,2024-11-25,False,False,567.0
INV-0007796,IR-EG-013,EG,SPL-0016,Sports & Leisure,8,10,109,2024-07-08,True,True,1.92
INV-0010941,IR-BR-003,BR,ELE-0001,Electronics & Appliances,41,28,7,2024-03-24,False,False,311.6
INV-0008891,IR-PK-001,PK,GRO-0011,Groceries & Fresh Food,133,20,24,2024-04-23,False,False,3.19
INV-0011550,IR-BR-008,BR,ELE-0010,Electronics & Appliances,76,45,11,2024-09-09,False,False,27.36
INV-0009036,IR-PK-002,PK,ELE-0016,Electronics & Appliances,117,47,22,2024-05-04,False,False,889.2
INV-0009301,IR-PK-004,PK,HOM-0001,Home & Living,77,31,16,2024-11-04,False,False,33.88
INV-0010820,IR-BR-002,BR,GRO-0020,Groceries & Fresh Food,170,50,18,2024-08-01,False,False,10.54
INV-0002971,IR-FR-007,FR,HNB-0011,Health & Beauty,122,50,13,2024-06-12,False,False,68.32
INV-0007199,IR-EG-008,EG,SPL-0019,Sports & Leisure,25,10,94,2024-09-24,False,True,4.0
INV-0007900,IR-EG-014,EG,HNB-0020,Health & Beauty,20,36,25,2024-10-17,True,False,1.24
INV-0003886,IR-FR-015,FR,FAP-0006,Fashion & Apparel,90,45,29,2024-05-08,False,False,27.0
INV-0013377,IR-BR-023,BR,FAP-0017,Fashion & Apparel,155,22,25,2024-05-23,False,False,40.3
INV-0012126,IR-BR-013,BR,GRO-0006,Groceries & Fresh Food,108,39,29,2024-06-28,False,False,4.54
INV-0004772,IR-FR-022,FR,HNB-0012,Health & Beauty,26,41,23,2024-06-03,True,False,4.06
INV-0008750,IR-EG-021,EG,SPL-0010,Sports & Leisure,7,10,99,2024-11-26,True,True,3.08
INV-0009963,IR-PK-010,PK,GRO-0003,Groceries & Fresh Food,46,33,20,2024-01-22,False,False,4.78
INV-0011214,IR-BR-005,BR,FAP-0014,Fashion & Apparel,120,27,11,2024-01-18,False,False,21.6
INV-0006730,IR-EG-005,EG,GRO-0010,Groceries & Fresh Food,196,42,17,2024-06-28,False,False,7.45
INV-0012497,IR-BR-016,BR,GRO-0017,Groceries & Fresh Food,66,23,18,2024-01-19,False,False,3.7
INV-0007979,IR-EG-015,EG,FAP-0019,Fashion & Apparel,93,27,24,2024-10-03,False,False,7.44
INV-0010877,IR-BR-002,BR,HOM-0017,Home & Living,197,32,27,2024-08-09,False,False,47.28
INV-0001841,IR-UAE-016,UAE,FAP-0001,Fashion & Apparel,127,22,9,2024-05-27,False,False,45.72
INV-0012657,IR-BR-017,BR,FAP-0017,Fashion & Apparel,165,46,23,2024-10-04,False,False,42.9
INV-0001565,IR-UAE-014,UAE,GRO-0005,Groceries & Fresh Food,35,45,22,2024-06-18,True,False,2.24
INV-0003674,IR-FR-013,FR,HOM-0014,Home & Living,181,23,17,2024-07-10,False,False,32.58
INV-0007021,IR-EG-007,EG,HOM-0001,Home & Living,115,28,21,2024-11-26,False,False,50.6
INV-0012055,IR-BR-012,BR,FAP-0015,Fashion & Apparel,72,21,10,2024-10-05,False,False,15.84
INV-0004699,IR-FR-022,FR,GRO-0019,Groceries & Fresh Food,93,25,12,2024-04-09,False,False,2.23
INV-0013885,IR-BR-027,BR,HNB-0005,Health & Beauty,65,38,25,2024-07-02,False,False,4.94
INV-0003321,IR-FR-010,FR,HNB-0001,Health & Beauty,51,33,8,2024-12-02,False,False,5.61
INV-0005193,IR-FR-026,FR,ELE-0013,Electronics & Appliances,82,29,22,2024-09-21,False,False,139.4
INV-0002273,IR-FR-001,FR,SPL-0013,Sports & Leisure,195,35,24,2024-07-11,False,False,31.2
INV-0013078,IR-BR-020,BR,SPL-0018,Sports & Leisure,157,20,12,2024-07-04,False,False,28.26
INV-0004255,IR-FR-018,FR,FAP-0015,Fashion & Apparel,113,33,16,2024-03-18,False,False,24.86
INV-0004774,IR-FR-022,FR,HNB-0014,Health & Beauty,106,46,18,2024-07-18,False,False,59.36
INV-0009374,IR-PK-005,PK,GRO-0014,Groceries & Fresh Food,45,21,28,2024-07-03,False,False,1.26
INV-0004710,IR-FR-022,FR,ELE-0010,Electronics & Appliances,175,50,7,2024-11-06,False,False,63.0
INV-0000848,IR-UAE-008,UAE,GRO-0008,Groceries & Fresh Food,33,50,25,2024-10-17,True,False,0.46
INV-0007707,IR-EG-013,EG,ELE-0007,Electronics & Appliances,155,49,14,2024-03-09,False,False,1302.0
INV-0005545,IR-FR-029,FR,ELE-0005,Electronics & Appliances,177,45,26,2024-11-23,False,False,336.3
INV-0005527,IR-FR-029,FR,GRO-0007,Groceries & Fresh Food,181,42,26,2024-01-22,False,False,6.52
INV-0008178,IR-EG-017,EG,GRO-0018,Groceries & Fresh Food,172,34,12,2024-12-01,False,False,3.44
INV-0005462,IR-FR-028,FR,HOM-0002,Home & Living,66,39,16,2024-01-14,False,False,18.48
INV-0010515,IR-PK-014,PK,HOM-0015,Home & Living,162,27,15,2024-12-16,False,False,22.68
INV-0007736,IR-EG-013,EG,FAP-0016,Fashion & Apparel,51,20,19,2024-06-07,False,False,12.24
INV-0009894,IR-PK-009,PK,FAP-0014,Fashion & Apparel,178,35,20,2024-03-09,False,False,32.04
INV-0004598,IR-FR-021,FR,ELE-0018,Electronics & Appliances,161,33,17,2024-08-23,False,False,305.9
INV-0005917,IR-FR-032,FR,ELE-0017,Electronics & Appliances,78,50,20,2024-01-15,False,False,273.0
INV-0001418,IR-UAE-012,UAE,HNB-0018,Health & Beauty,191,42,23,2024-08-07,False,False,32.47
INV-0005786,IR-FR-031,FR,ELE-0006,Electronics & Appliances,164,40,16,2024-03-17,False,False,213.2
INV-0012742,IR-BR-018,BR,ELE-0002,Electronics & Appliances,187,39,18,2024-04-12,False,False,1944.8
INV-0003849,IR-FR-015,FR,GRO-0009,Groceries & Fresh Food,134,43,23,2024-05-07,False,False,4.02
INV-0000605,IR-UAE-006,UAE,GRO-0005,Groceries & Fresh Food,166,25,11,2024-11-14,False,False,10.62
INV-0008073,IR-EG-016,EG,ELE-0013,Electronics & Appliances,40,43,20,2024-02-19,True,False,68.0
INV-0008526,IR-EG-020,EG,GRO-0006,Groceries & Fresh Food,90,25,30,2024-04-21,False,False,3.78
INV-0002079,IR-UAE-018,UAE,ELE-0019,Electronics & Appliances,168,21,10,2024-04-26,False,False,141.12
INV-0009026,IR-PK-002,PK,ELE-0006,Electronics & Appliances,88,32,17,2024-01-28,False,False,114.4
INV-0002312,IR-FR-002,FR,ELE-0012,Electronics & Appliances,89,39,23,2024-01-15,False,False,62.3
INV-0008441,IR-EG-019,EG,FAP-0001,Fashion & Apparel,71,22,20,2024-08-04,False,False,25.56
INV-0004344,IR-FR-019,FR,ELE-0004,Electronics & Appliances,144,45,19,2024-03-26,False,False,129.6
INV-0001472,IR-UAE-013,UAE,ELE-0012,Electronics & Appliances,187,23,16,2024-10-25,False,False,130.9
INV-0001983,IR-UAE-017,UAE,HOM-0003,Home & Living,100,47,28,2024-05-13,False,False,36.0
INV-0007703,IR-EG-013,EG,ELE-0003,Electronics & Appliances,97,50,30,2024-03-01,False,False,465.6
INV-0004467,IR-FR-020,FR,ELE-0007,Electronics & Appliances,42,44,19,2024-09-05,True,False,352.8
INV-0000200,IR-UAE-002,UAE,HOM-0020,Home & Living,127,29,15,2024-06-20,False,False,15.24
INV-0000486,IR-UAE-005,UAE,GRO-0006,Groceries & Fresh Food,52,26,15,2024-05-03,False,False,2.18
INV-0003271,IR-FR-010,FR,ELE-0011,Electronics & Appliances,183,48,10,2024-07-09,False,False,102.48
INV-0004725,IR-FR-022,FR,FAP-0005,Fashion & Apparel,20,23,20,2024-01-13,True,False,1.6
INV-0007259,IR-EG-009,EG,FAP-0019,Fashion & Apparel,132,32,8,2024-02-16,False,False,10.56
INV-0002824,IR-FR-006,FR,HOM-0004,Home & Living,99,42,21,2024-12-23,False,False,31.68
INV-0004552,IR-FR-020,FR,SPL-0012,Sports & Leisure,25,47,22,2024-02-12,True,False,11.0
INV-0005337,IR-FR-027,FR,FAP-0017,Fashion & Apparel,39,22,19,2024-05-15,False,False,10.14
INV-0003246,IR-FR-010,FR,GRO-0006,Groceries & Fresh Food,107,30,25,2024-05-13,False,False,4.49
INV-0004454,IR-FR-020,FR,GRO-0014,Groceries & Fresh Food,112,41,27,2024-07-20,False,False,3.14
INV-0010313,IR-PK-012,PK,SPL-0013,Sports & Leisure,15,10,76,2024-03-07,False,True,2.4
INV-0005818,IR-FR-031,FR,FAP-0018,Fashion & Apparel,24,38,21,2024-12-12,True,False,6.72
INV-0009604,IR-PK-007,PK,GRO-0004,Groceries & Fresh Food,55,37,19,2024-04-23,False,False,7.48
INV-0003750,IR-FR-014,FR,ELE-0010,Electronics & Appliances,130,34,28,2024-07-18,False,False,46.8
INV-0002203,IR-FR-001,FR,FAP-0003,Fashion & Apparel,54,37,15,2024-04-05,False,False,12.96
INV-0007478,IR-EG-011,EG,ELE-0018,Electronics & Appliances,167,34,15,2024-03-24,False,False,317.3
INV-0011361,IR-BR-006,BR,HNB-0001,Health & Beauty,106,33,25,2024-05-15,False,False,11.66
INV-0002795,IR-FR-006,FR,ELE-0015,Electronics & Appliances,134,29,28,2024-04-12,False,False,388.6
INV-0006333,IR-EG-001,EG,HNB-0013,Health & Beauty,72,49,11,2024-07-27,False,False,13.68
INV-0012408,IR-BR-015,BR,FAP-0008,Fashion & Apparel,86,47,28,2024-09-23,False,False,12.04
INV-0009614,IR-PK-007,PK,GRO-0014,Groceries & Fresh Food,76,24,13,2024-08-22,False,False,2.13
INV-0000525,IR-UAE-005,UAE,FAP-0005,Fashion & Apparel,109,38,8,2024-04-02,False,False,8.72
INV-0012704,IR-BR-017,BR,SPL-0004,Sports & Leisure,62,24,17,2024-11-16,False,False,47.12
INV-0000948,IR-UAE-008,UAE,SPL-0008,Sports & Leisure,17,10,94,2024-03-03,False,True,2.04
INV-0010747,IR-BR-001,BR,HOM-0007,Home & Living,178,26,11,2024-10-15,False,False,32.04
INV-0008205,IR-EG-017,EG,FAP-0005,Fashion & Apparel,48,47,7,2024-04-07,False,False,3.84
INV-0013101,IR-BR-021,BR,ELE-0001,Electronics & Appliances,191,49,23,2024-06-05,False,False,1451.6
INV-0001281,IR-UAE-011,UAE,HNB-0001,Health & Beauty,29,39,26,2024-05-12,True,False,3.19
INV-0000123,IR-UAE-002,UAE,GRO-0003,Groceries & Fresh Food,94,23,29,2024-06-15,False,False,9.78
INV-0004367,IR-FR-019,FR,FAP-0007,Fashion & Apparel,121,28,26,2024-03-11,False,False,19.36
INV-0005886,IR-FR-032,FR,GRO-0006,Groceries & Fresh Food,136,24,19,2024-07-02,False,False,5.71
INV-0006166,IR-FR-034,FR,FAP-0006,Fashion & Apparel,171,29,30,2024-11-27,False,False,51.3
INV-0006907,IR-EG-006,EG,HOM-0007,Home & Living,107,22,24,2024-11-12,False,False,19.26
INV-0002303,IR-FR-002,FR,ELE-0003,Electronics & Appliances,20,44,30,2024-12-08,True,False,96.0
INV-0012561,IR-BR-016,BR,HNB-0001,Health & Beauty,115,36,14,2024-03-03,False,False,12.65
INV-0010457,IR-PK-014,PK,GRO-0017,Groceries & Fresh Food,70,33,12,2024-08-15,False,False,3.92
INV-0005821,IR-FR-031,FR,HOM-0001,Home & Living,103,45,23,2024-12-19,False,False,45.32
INV-0001006,IR-UAE-009,UAE,FAP-0006,Fashion & Apparel,198,42,14,2024-11-12,False,False,59.4
INV-0003461,IR-FR-011,FR,SPL-0001,Sports & Leisure,74,38,20,2024-10-18,False,False,26.64
INV-0006072,IR-FR-033,FR,HOM-0012,Home & Living,197,41,10,2024-04-18,False,False,31.52
INV-0010422,IR-PK-013,PK,SPL-0002,Sports & Leisure,18,10,45,2024-12-06,False,True,5.04
INV-0012509,IR-BR-016,BR,ELE-0009,Electronics & Appliances,90,42,14,2024-04-22,False,False,68.4
INV-0003056,IR-FR-008,FR,FAP-0016,Fashion & Apparel,129,27,8,2024-06-13,False,False,30.96
INV-0003567,IR-FR-012,FR,HNB-0007,Health & Beauty,183,41,23,2024-09-18,False,False,80.52
INV-0009568,IR-PK-006,PK,HNB-0008,Health & Beauty,145,43,29,2024-04-26,False,False,69.6
INV-0002133,IR-UAE-018,UAE,HNB-0013,Health & Beauty,35,34,13,2024-12-07,False,False,6.65
INV-0000502,IR-UAE-005,UAE,ELE-0002,Electronics & Appliances,23,49,10,2024-05-20,True,False,239.2
INV-0007357,IR-EG-010,EG,ELE-0017,Electronics & Appliances,190,39,13,2024-05-28,False,False,665.0
INV-0013238,IR-BR-022,BR,ELE-0018,Electronics & Appliances,63,30,30,2024-08-16,False,False,119.7
INV-0000230,IR-UAE-002,UAE,SPL-0010,Sports & Leisure,12,10,56,2024-04-26,False,True,5.28
INV-0009516,IR-PK-006,PK,ELE-0016,Electronics & Appliances,50,34,15,2024-01-05,False,False,380.0
INV-0004002,IR-FR-016,FR,FAP-0002,Fashion & Apparel,30,30,8,2024-02-11,False,False,8.4
INV-0012723,IR-BR-018,BR,GRO-0003,Groceries & Fresh Food,83,37,17,2024-09-18,False,False,8.63
INV-0009764,IR-PK-008,PK,FAP-0004,Fashion & Apparel,95,29,23,2024-11-03,False,False,11.4
INV-0008558,IR-EG-020,EG,ELE-0018,Electronics & Appliances,50,43,7,2024-01-13,False,False,95.0
INV-0003008,IR-FR-008,FR,GRO-0008,Groceries & Fresh Food,60,30,28,2024-12-18,False,False,0.84
INV-0007785,IR-EG-013,EG,SPL-0005,Sports & Leisure,28,10,109,2024-10-12,False,True,20.16
INV-0004588,IR-FR-021,FR,ELE-0008,Electronics & Appliances,138,33,16,2024-02-18,False,False,855.6
